,0
cramps_rstd,0.10882311197079034
exerciselevel_rstd,0.09514632109665637
fatigue_rstd,0.09187932368308936
stress_rstd,0.08919588927513386
sleepissue_rstd,0.08685899455190205
foodcravings_rstd,0.08334872108760728
headaches_rstd,0.07991013729567693
appetite_rstd,0.07961389438102708
moodswing_rstd,0.07703758597510582
bloating_rstd,0.07275051008951855
indigestion_rstd,0.07255510394924436
sorebreasts_rstd,0.06288040664424795
