,0
days_since_bleed,0.32673671523612424
cramps_rstd,0.07162953462083962
fatigue_rstd,0.06293034618378159
exerciselevel_rstd,0.061333499668943664
stress_rstd,0.05927798742095758
sleepissue_rstd,0.05786739425471568
foodcravings_rstd,0.05622495668729471
appetite_rstd,0.055750617511359936
headaches_rstd,0.05238521420231953
moodswing_rstd,0.05152164369775139
bloating_rstd,0.050420887600011344
indigestion_rstd,0.050382256848584696
sorebreasts_rstd,0.043538946067316134
